#0
1	0	0	76.3575
0	1	0	90.7139
0	0	1	0
0	0	0	1
#1
1	0	0	76.3229
0	1	0	93.7028
0	0	1	0
0	0	0	1
#10
1	0	0	64.8498
0	1	0	90.343
0	0	1	0
0	0	0	1
#100
1	0	0	43.6474
0	1	0	71.3979
0	0	1	0
0	0	0	1
#101
1	0	0	43.4747
0	1	0	67.8373
0	0	1	0
0	0	0	1
#102
1	0	0	45.7783
0	1	0	71.432
0	0	1	0
0	0	0	1
#103
1	0	0	45.7644
0	1	0	67.8451
0	0	1	0
0	0	0	1
#104
1	0	0	48.0587
0	1	0	71.4067
0	0	1	0
0	0	0	1
#105
1	0	0	47.9875
0	1	0	67.9314
0	0	1	0
0	0	0	1
#106
1	0	0	50.0862
0	1	0	71.4164
0	0	1	0
0	0	0	1
#107
1	0	0	50.1237
0	1	0	67.95
0	0	1	0
0	0	0	1
#108
1	0	0	55.6573
0	1	0	71.3382
0	0	1	0
0	0	0	1
#109
1	0	0	55.6831
0	1	0	67.8275
0	0	1	0
0	0	0	1
#11
1	0	0	64.7456
0	1	0	93.2494
0	0	1	0
0	0	0	1
#110
1	0	0	58.218
0	1	0	71.3564
0	0	1	0
0	0	0	1
#111
1	0	0	58.2115
0	1	0	67.9395
0	0	1	0
0	0	0	1
#112
1	0	0	60.4261
0	1	0	71.3617
0	0	1	0
0	0	0	1
#113
1	0	0	60.4393
0	1	0	67.9745
0	0	1	0
0	0	0	1
#114
1	0	0	62.5968
0	1	0	71.4825
0	0	1	0
0	0	0	1
#115
1	0	0	62.6079
0	1	0	67.8362
0	0	1	0
0	0	0	1
#116
1	0	0	64.8982
0	1	0	71.4274
0	0	1	0
0	0	0	1
#117
1	0	0	64.7939
0	1	0	67.9619
0	0	1	0
0	0	0	1
#118
1	0	0	67.2053
0	1	0	71.3513
0	0	1	0
0	0	0	1
#119
1	0	0	67.287
0	1	0	67.9498
0	0	1	0
0	0	0	1
#12
1	0	0	62.6477
0	1	0	90.3409
0	0	1	0
0	0	0	1
#120
1	0	0	69.5463
0	1	0	71.4007
0	0	1	0
0	0	0	1
#121
1	0	0	69.5769
0	1	0	67.8739
0	0	1	0
0	0	0	1
#122
1	0	0	71.8235
0	1	0	71.3017
0	0	1	0
0	0	0	1
#123
1	0	0	71.8133
0	1	0	67.935
0	0	1	0
0	0	0	1
#124
1	0	0	73.9267
0	1	0	71.4099
0	0	1	0
0	0	0	1
#125
1	0	0	73.9474
0	1	0	67.88
0	0	1	0
0	0	0	1
#126
1	0	0	76.1207
0	1	0	71.3147
0	0	1	0
0	0	0	1
#127
1	0	0	76.1733
0	1	0	67.8663
0	0	1	0
0	0	0	1
#128
1	0	0	76.0945
0	1	0	45.6629
0	0	1	0
0	0	0	1
#129
1	0	0	76.1951
0	1	0	48.7426
0	0	1	0
0	0	0	1
#13
1	0	0	62.5311
0	1	0	93.1797
0	0	1	0
0	0	0	1
#130
1	0	0	73.7765
0	1	0	45.6632
0	0	1	0
0	0	0	1
#131
1	0	0	73.9726
0	1	0	48.7789
0	0	1	0
0	0	0	1
#132
1	0	0	71.4232
0	1	0	45.6556
0	0	1	0
0	0	0	1
#133
1	0	0	71.5864
0	1	0	48.7626
0	0	1	0
0	0	0	1
#134
1	0	0	69.2783
0	1	0	45.6538
0	0	1	0
0	0	0	1
#135
1	0	0	69.3794
0	1	0	48.7877
0	0	1	0
0	0	0	1
#136
1	0	0	66.9758
0	1	0	45.5909
0	0	1	0
0	0	0	1
#137
1	0	0	67.135
0	1	0	48.7677
0	0	1	0
0	0	0	1
#138
1	0	0	64.924
0	1	0	45.603
0	0	1	0
0	0	0	1
#139
1	0	0	64.8059
0	1	0	48.8966
0	0	1	0
0	0	0	1
#14
1	0	0	60.5554
0	1	0	90.1509
0	0	1	0
0	0	0	1
#140
1	0	0	62.8168
0	1	0	45.4858
0	0	1	0
0	0	0	1
#141
1	0	0	62.6648
0	1	0	48.9601
0	0	1	0
0	0	0	1
#142
1	0	0	60.3888
0	1	0	45.5214
0	0	1	0
0	0	0	1
#143
1	0	0	60.3208
0	1	0	48.8671
0	0	1	0
0	0	0	1
#144
1	0	0	58.1528
0	1	0	45.4095
0	0	1	0
0	0	0	1
#145
1	0	0	58.2136
0	1	0	48.9037
0	0	1	0
0	0	0	1
#146
1	0	0	55.8068
0	1	0	45.2912
0	0	1	0
0	0	0	1
#147
1	0	0	55.87
0	1	0	48.8719
0	0	1	0
0	0	0	1
#148
1	0	0	49.6466
0	1	0	45.2311
0	0	1	0
0	0	0	1
#149
1	0	0	49.5154
0	1	0	48.6863
0	0	1	0
0	0	0	1
#15
1	0	0	60.4277
0	1	0	93.1322
0	0	1	0
0	0	0	1
#150
1	0	0	46.1581
0	1	0	45.2014
0	0	1	0
0	0	0	1
#151
1	0	0	46.1694
0	1	0	48.5138
0	0	1	0
0	0	0	1
#152
1	0	0	42.4606
0	1	0	45.2734
0	0	1	0
0	0	0	1
#153
1	0	0	42.6005
0	1	0	48.6304
0	0	1	0
0	0	0	1
#154
1	0	0	38.9898
0	1	0	45.3047
0	0	1	0
0	0	0	1
#155
1	0	0	39.2091
0	1	0	48.4039
0	0	1	0
0	0	0	1
#156
1	0	0	35.5782
0	1	0	45.2849
0	0	1	0
0	0	0	1
#157
1	0	0	35.7757
0	1	0	48.5145
0	0	1	0
0	0	0	1
#158
1	0	0	32.2919
0	1	0	45.3986
0	0	1	0
0	0	0	1
#159
1	0	0	32.534
0	1	0	48.425
0	0	1	0
0	0	0	1
#16
1	0	0	58.2239
0	1	0	90.1801
0	0	1	0
0	0	0	1
#160
1	0	0	28.85
0	1	0	45.4078
0	0	1	0
0	0	0	1
#161
1	0	0	29.1413
0	1	0	48.0288
0	0	1	0
0	0	0	1
#162
1	0	0	2.44823
0	1	0	45.2301
0	0	1	0
0	0	0	1
#163
1	0	0	2.39196
0	1	0	48.4165
0	0	1	0
0	0	0	1
#164
1	0	0	4.60862
0	1	0	45.1318
0	0	1	0
0	0	0	1
#165
1	0	0	4.53976
0	1	0	48.4443
0	0	1	0
0	0	0	1
#166
1	0	0	6.64181
0	1	0	45.2522
0	0	1	0
0	0	0	1
#167
1	0	0	6.61131
0	1	0	48.4665
0	0	1	0
0	0	0	1
#168
1	0	0	8.69485
0	1	0	45.251
0	0	1	0
0	0	0	1
#169
1	0	0	8.636
0	1	0	48.4173
0	0	1	0
0	0	0	1
#17
1	0	0	58.1887
0	1	0	92.9453
0	0	1	0
0	0	0	1
#170
1	0	0	10.6446
0	1	0	45.2712
0	0	1	0
0	0	0	1
#171
1	0	0	10.7169
0	1	0	48.4975
0	0	1	0
0	0	0	1
#172
1	0	0	12.6925
0	1	0	45.2159
0	0	1	0
0	0	0	1
#173
1	0	0	12.6793
0	1	0	48.5063
0	0	1	0
0	0	0	1
#174
1	0	0	14.7597
0	1	0	45.1776
0	0	1	0
0	0	0	1
#175
1	0	0	14.6749
0	1	0	48.4874
0	0	1	0
0	0	0	1
#176
1	0	0	16.6849
0	1	0	45.2883
0	0	1	0
0	0	0	1
#177
1	0	0	16.7711
0	1	0	48.5346
0	0	1	0
0	0	0	1
#178
1	0	0	18.7255
0	1	0	45.2949
0	0	1	0
0	0	0	1
#179
1	0	0	18.6926
0	1	0	48.5602
0	0	1	0
0	0	0	1
#18
1	0	0	55.8868
0	1	0	90.0618
0	0	1	0
0	0	0	1
#180
1	0	0	20.8846
0	1	0	45.238
0	0	1	0
0	0	0	1
#181
1	0	0	20.8581
0	1	0	48.5537
0	0	1	0
0	0	0	1
#182
1	0	0	22.8455
0	1	0	45.416
0	0	1	0
0	0	0	1
#183
1	0	0	22.9935
0	1	0	48.4836
0	0	1	0
0	0	0	1
#184
1	0	0	2.40186
0	1	0	22.98
0	0	1	0
0	0	0	1
#185
1	0	0	2.46707
0	1	0	26.1163
0	0	1	0
0	0	0	1
#186
1	0	0	4.55295
0	1	0	22.9357
0	0	1	0
0	0	0	1
#187
1	0	0	4.6602
0	1	0	26.1619
0	0	1	0
0	0	0	1
#188
1	0	0	6.59152
0	1	0	22.9018
0	0	1	0
0	0	0	1
#189
1	0	0	6.69998
0	1	0	26.2374
0	0	1	0
0	0	0	1
#19
1	0	0	55.8397
0	1	0	93.0941
0	0	1	0
0	0	0	1
#190
1	0	0	8.7206
0	1	0	22.8879
0	0	1	0
0	0	0	1
#191
1	0	0	8.70761
0	1	0	26.1242
